"","grid","cv.error","cv.se"
"1",0.367879441171442,0.25,0
"2",0.335910981239162,0.25,0
"3",0.306720557576557,0.25,0
"4",0.280066760821649,0.25,0
"5",0.255729159913101,0.241489708615267,0.000820306258139993
"6",0.233506479090913,0.230600481477874,0.000333549839273229
"7",0.213214933314462,0.221488667433538,0.000162581944183549
"8",0.19468670833151,0.213846942094975,0.000556641949482551
"9",0.177768572828138,0.207424429806458,0.000939369493442212
"10",0.162320611181848,0.202015945077623,0.00129775288716718
"11",0.14821506633752,0.197453245504739,0.00163331009828116
"12",0.135335283236613,0.190933677954596,0.00253391757532266
"13",0.123574744061614,0.178139030439758,0.00273778870012987
"14",0.112836187317057,0.164867590389808,0.00233864289529601
"15",0.103030803461764,0.153105867134808,0.00223990857804038
"16",0.0940775004400739,0.143061001980533,0.00221585200524428
"17",0.0859022330378763,0.134458463154884,0.00222091455191357
"18",0.0784373905171307,0.127043192566134,0.00224338187965437
"19",0.0716212374645035,0.120390416078139,0.00231603662871888
"20",0.0653974032298602,0.11453828884376,0.00237798147644917
"21",0.0597144157321853,0.109340245788525,0.00240762326267005
"22",0.0545252757774352,0.104492342661434,0.00238794159836383
"23",0.0497870683678639,0.0998853298160322,0.00240127932030429
"24",0.0454606077882905,0.0956906045123858,0.00233972138894682
"25",0.0415101135341151,0.0918422677700691,0.00239418886560962
"26",0.0379029144009585,0.0884946165720444,0.00244938746059174
"27",0.0346091782887005,0.0854371245910073,0.00258712864063203
"28",0.0316016654853529,0.0827184073911538,0.00272319212214608
"29",0.0288555033903882,0.0802250280848645,0.00283193415437261
"30",0.0263479808144487,0.07803244799168,0.00292954411467026
"31",0.0240583601542644,0.0760403598088488,0.00305995640663809
"32",0.0219677058894355,0.0741875128635377,0.00307693893562057
"33",0.0200587279827216,0.0723097576945335,0.00300604569024337
"34",0.0183156388887342,0.070103622140881,0.00298051382284537
"35",0.0167240229884704,0.0676919651517431,0.00302096069138296
"36",0.0152707173698934,0.0650772988832346,0.00292602334667211
"37",0.0139437029685936,0.0625173475880092,0.00268677988885107
"38",0.01273200516825,0.0600455595118792,0.00248917225609453
"39",0.0116256030388385,0.0574525947074476,0.00239075658370602
"40",0.0106153464619767,0.0549403865013415,0.00238540333595968
"41",0.00969288045801528,0.0526805183662433,0.00242471223393663
"42",0.0088505760890521,0.0506863213613545,0.00244911799880913
"43",0.00808146736642413,0.0489359000966029,0.00243758865964371
"44",0.00737919364089361,0.0473632048272641,0.00241849909275115
"45",0.00673794699908547,0.0459555397857856,0.00240289990199007
"46",0.00615242423113686,0.0446601951148122,0.0024064207850325
"47",0.00561778297232342,0.0434484561039187,0.00241349671343556
"48",0.00512960165594681,0.0422368435996431,0.00241973486500154
"49",0.00468384294628771,0.0410607359407481,0.00244306803238121
"50",0.00427682034920893,0.0398581743951431,0.00248224682116809
"51",0.00390516772427323,0.0385917755646104,0.00241979846576672
"52",0.00356581144623626,0.0374097339930415,0.00233940840432814
"53",0.00325594498568581,0.0363446798758434,0.00228312881976152
"54",0.00297300569860536,0.0352773344153081,0.00220467236098513
"55",0.0027146536329078,0.0343935260919351,0.00209517268313544
"56",0.00247875217666636,0.0336885102820124,0.00195997918271709
"57",0.00226335038800027,0.0331251408324497,0.00187971205435377
"58",0.00206666686048078,0.0326959737549898,0.00181166042541204
"59",0.00188707499062182,0.0322713104144899,0.00175753466335523
"60",0.00172308952561512,0.0318486193800957,0.00172596774592843
"61",0.00157335428005763,0.0314134029001139,0.00171230468937187
"62",0.00143663092008639,0.0309590871875262,0.00165260248925268
"63",0.00131178872216413,0.0305272317486942,0.00161022841010334
"64",0.00119779522181906,0.0301321468085755,0.00163011872528348
"65",0.00109370767500245,0.0298830165223798,0.00167837219439487
"66",0.000998665261448147,0.0296013138380168,0.00174245097532974
"67",0.000911881965554516,0.0292467564602479,0.00184919366416631
"68",0.000832640075912706,0.0288559916823185,0.0019716730266837
"69",0.000760284249721209,0.0285006326305407,0.00207961257143067
"70",0.000694216092998559,0.0282160027490647,0.00216906888191224
