"","grid","cv.error","cv.se"
"71",0.000633889211771657,0.0279938557496662,0.00225720219421155
"72",0.000578804693312299,0.027836254739616,0.0023656481539008
"73",0.000528506980050995,0.0277189819651064,0.00246566803556307
"74",0.000482580102044739,0.0276514329623199,0.00255957460364953
"75",0.000440644236840619,0.027657944805189,0.00264176669945792
"76",0.00040235256828482,0.0277599313687897,0.00270899179245269
"77",0.000367388418298877,0.0279189471305075,0.00277776517714807
"78",0.000335462627902512,0.0281407850830276,0.00284810091275942
"79",0.000306311165823714,0.0283752307979718,0.00290149429369448
"80",0.000279692944918888,0.0286402767091924,0.00295465664080024
"81",0.000255387828344532,0.0289383531719665,0.00300980564470148
"82",0.000233194808991163,0.0292505454703268,0.0030670794584534
"83",0.000212930347123137,0.029551547362653,0.00313876053930691
"84",0.000194426852476367,0.0298627622992517,0.00321484361314979
"85",0.000177531298260676,0.0301903544881374,0.00328787035834697
"86",0.000162103955604344,0.0305443796028775,0.00336087408993898
"87",0.000148017237974514,0.0309281276172374,0.00342578205223293
"88",0.000135154646016651,0.0313554342062492,0.0034954878109311
"89",0.00012340980408668,0.0318468276675772,0.00358942900006334
"90",0.000112685580507801,0.0323976384275701,0.00372906018952426
"91",0.000102893284276355,0.0329624201357934,0.00389265416959819
"92",9.39519315733745e-05,0.0335154935758841,0.00405923049022329
"93",8.57875760157504e-05,0.0340416259124633,0.00421701363762612
"94",7.83326971081007e-05,0.0344967171300841,0.0043509377428977
"95",7.15256418377283e-05,0.0349092117211165,0.00445415918638382
"96",6.53101147945782e-05,0.0352698546782024,0.00455252199445852
"97",5.96347125994062e-05,0.0355765901471817,0.00463286325918289
"98",5.44524987898046e-05,0.0358556905010795,0.00470561413787037
"99",4.97206156483296e-05,0.0361291075979034,0.00476684621706695
"100",4.53999297624849e-05,0.0363924324004404,0.00483552309508564
