"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"",252,-43.0169571375095,2.28593791582504,0.981554161494048,0.366578497501249,-0.453380677597929,-0.277270074686763,-0.679559133320288,1.96946843675923,0.321957616602072,0.493924600391181,-0.518752617912057,0.540522152438412,-0.388411788232103,-0.308439895320033,-0.784359379935917,0.23362517021103,2.50746961765752,1.02118399031529,1.03576697074776,-0.785778288065605
"",253,-42.9828415174352,2.28835740174704,0.982447170986236,0.366712244318384,-0.453374925403432,-0.277722046178597,-0.679806953127033,1.97272485456164,0.322389632963844,0.494627350516062,-0.519318637391613,0.541575713092402,-0.389743860075534,-0.308637152281649,-0.786051469674577,0.233972483362649,2.51053737420417,1.02192941047665,1.03641877959159,-0.785633477869096
"",254,-42.9489491987599,2.2907683552626,0.983337119740524,0.366845576555484,-0.453370380570114,-0.278172391714918,-0.680053111809666,1.97597179525339,0.322819935876999,0.49532840601483,-0.519882034149608,0.542624946930686,-0.39107119441978,-0.30883344684547,-0.787739744820022,0.234318085861039,2.51359565570125,1.02267176892847,1.03706967717964,-0.785488582746068
"",255,-42.9152779257317,2.29317083841543,0.984224033509336,0.366978504559657,-0.45336704091666,-0.278621121876364,-0.680297622778308,1.97920931987457,0.323248535917261,0.496027772591123,-0.520442826550642,0.543669886630219,-0.392393814590985,-0.309028791374441,-0.789424229130855,0.234661987946162,2.51664451735306,1.0234110914292,1.03771967268269,-0.785343608475829
"",256,-42.8818254738121,2.2955649125687,0.985107937710772,0.367111038481647,-0.453364904165164,-0.279068247146698,-0.680540499309304,1.9824374888277,0.323675443576212,0.496725455932953,-0.521001032794509,0.54471056450614,-0.393711743776956,-0.309223198040964,-0.791104946076022,0.23500419979085,2.51968401384723,1.02414740342186,1.03836877510462,-0.785198560722274
"",257,-42.8485896491238,2.29795063841497,0.985988857434206,0.367243188279708,-0.453363967944367,-0.279513777913968,-0.680781754546879,1.98565636188702,0.324100669262076,0.497421461712589,-0.521556670917851,0.545747012516983,-0.395025005027906,-0.309416678830304,-0.79278191883979,0.235344731501057,2.52271419936177,1.0248807300391,1.03901699328584,-0.785053445036214
"",258,-42.8155682879176,2.30032807598588,0.986866817445763,0.367374963723386,-0.453364229792807,-0.279957724471661,-0.681021401504757,1.98886599820748,0.324524223300489,0.498115795586446,-0.522109758795785,0.54677926226981,-0.396333621257211,-0.309609245543911,-0.794455170326626,0.235683593116128,2.52573512757199,1.02561109610818,1.03966433590664,-0.784908266857647
"",259,-42.7827592560425,2.30269728466176,0.987741842193699,0.367506374397219,-0.453365687161885,-0.280400097019834,-0.681259453067759,1.9920664563337,0.324946115935264,0.498808463194976,-0.52266031414352,0.547807345025242,-0.397637615242154,-0.30980090980268,-0.796124723165968,0.236020794609074,2.52874685165736,1.02633852615582,1.04031081149053,-0.784763031517979
"",260,-42.7501604484244,2.30505832318102,0.988613955813659,0.367637429704355,-0.453368337418834,-0.280840905666223,-0.68149592199337,1.99525779420864,0.325366357329147,0.499499470162565,-0.523208354517962,0.54883129170241,-0.398937009624683,-0.309991683050143,-0.797790599716906,0.236356345886851,2.53174942430818,1.027063044413,1.04095642840744,-0.784617744242201
"",261,-42.7177697885716,2.30741124964934,0.989483182133839,0.36776813887009,-0.45337217784962,-0.281280160427347,-0.68173082091329,1.99844006918221,0.325784957564566,0.500188822097433,-0.523753897319295,0.549851132883814,-0.400231826912172,-0.310181576555592,-0.799452822072768,0.236690256790649,2.53474289773213,1.02778467481962,1.04160119487686,-0.784472410151009
"",262,-42.6855852280739,2.30975612154873,0.990349544680041,0.367898510945327,-0.453377205661754,-0.281717871229579,-0.68196416233495,2.00161333801969,0.326201926644371,0.50087652459154,-0.524296959792559,0.550866898820102,-0.401522089478169,-0.310370601417136,-0.801111412065608,0.237022537096186,2.53772732366079,1.02850344102909,1.04224511897093,-0.784327034262885
"",263,-42.6536047461191,2.31209299574647,0.991213066680632,0.368028554809957,-0.453383417987023,-0.282154047910214,-0.68219595864301,2.00477765690993,0.32661727449257,0.501562583220492,-0.524837559029205,0.551878619434762,-0.402807819563165,-0.310558768564703,-0.802766391270606,0.23735319651401,2.54070275335591,1.0292193664128,1.04288820861743,-0.784181621496125
"",264,-42.6218263490216,2.31442192850377,0.992073771071402,0.368158279176169,-0.453390811884157,-0.282588700218515,-0.682426222100831,2.00793308147357,0.327031010955051,0.502247003543455,-0.525375711968638,0.552886324328738,-0.404089039275353,-0.310746088762971,-0.804417781010385,0.237682244689807,2.54366923761568,1.02993247406458,1.04353047160271,-0.78403617667083
"",265,-42.5902480697571,2.31674297548441,0.992931680500325,0.368287692591685,-0.453399384341406,-0.283021837816741,-0.682654964851929,2.01107966677089,0.327443145800303,0.50292979110307,-0.525911435399743,0.553890042784962,-0.405365770591384,-0.310932572614241,-0.806065602359229,0.23800969120471,2.54662682678086,1.03064278680495,1.04417191557458,-0.783890704510851
"",266,-42.5588679675118,2.31905619176315,0.993786817332226,0.368416803442927,-0.453409132279063,-0.283453470281167,-0.682882198921395,2.01421746730973,0.327853688720128,0.503610951425376,-0.526444745962404,0.554889803772811,-0.406638035357139,-0.311118230561261,-0.807709876147227,0.238335545575619,2.54957557074073,1.03135032718542,1.04481254804508,-0.783745209645684
"",267,-42.5276841272309,2.32136163183401,0.994639203653366,0.368545619958112,-0.453420052551902,-0.283883607103078,-0.683107936217309,2.01734653705314,0.328262649330342,0.504290490019728,-0.526975660148998,0.555885635952484,-0.407905855288485,-0.311303072889975,-0.809350622964333,0.238659817255523,2.55251551893909,1.03205511749259,1.04545237639326,-0.783599696612333
"",268,-42.4966946591887,2.3236593496184,0.995488861275922,0.368674150210283,-0.453432141951555,-0.284312257689757,-0.683332188532115,2.02046692942691,0.328670037171478,0.504968412378729,-0.527504194305878,0.556877567679311,-0.40916925197204,-0.311487109732234,-0.810987863164339,0.238982515633826,2.55544672037999,1.03275717975222,1.04609140786783,-0.783454169857134
"",269,-42.4658976985593,2.32594939847311,0.996335811742395,0.36880240212027,-0.453445397208826,-0.284739431365457,-0.683554967543993,2.02357869732703,0.329075861709467,0.505644723978159,-0.528030364634852,0.557865627007981,-0.41042824686594,-0.311670351068443,-0.812621616868772,0.239303650036679,2.55836922363344,1.03345653573326,1.04672964958977,-0.783308633737527
"",270,-42.4352914050046,2.32823183119817,0.997180076329921,0.368930383459595,-0.453459814995937,-0.285165137372351,-0.683776284818191,2.02668189312694,0.329480132336331,0.506319430276908,-0.528554187194627,0.558849841696703,-0.411682861300599,-0.311852806730153,-0.814251903970717,0.239623229727315,2.56128307684105,1.03415320695173,1.04736710855491,-0.783163092523803
"",271,-42.4048739622519,2.33050670004458,0.998021676054507,0.369058101853305,-0.45347539192871,-0.28558938487148,-0.683996151808358,2.02977656868471,0.329882858370852,0.506992536716916,-0.52907567790226,0.559830239211299,-0.412933116479471,-0.312034486402607,-0.81587874413856,0.239941263906387,2.56418832772154,1.03484721467459,1.04800379163643,-0.783017550400806
"",272,-42.3746435777068,2.33277405672187,0.998860631675177,0.369185564782753,-0.453492124568691,-0.286012182943674,-0.684214579857837,2.03286277535006,0.330284049059243,0.507664048723109,-0.529594852534579,0.56080684672922,-0.414179033479816,-0.312215399627231,-0.817502156819661,0.240257761712311,2.56708502357611,1.03553857992347,1.04863970558727,-0.7828720114696
"",273,-42.3445984820535,2.33503395240557,0.999696963698051,0.369312779588311,-0.453510009425219,-0.286433540590472,-0.684431580200953,2.03594056397128,0.330683713575813,0.50833397170335,-0.5301117267296,0.561779691143499,-0.41542063325346,-0.312395555804081,-0.819122161243945,0.24057273222161,2.5699732112938,1.03622732347838,1.04927485704259,-0.782726479749104
"",274,-42.3147369288693,2.33728643774451,1.00053069238033,0.369439753472037,-0.45352904295743,-0.286853466735018,-0.684647163964276,2.03900998490202,0.331081861023622,0.509002311048379,-0.530626315987925,0.562748799066643,-0.416657936627556,-0.312574964194232,-0.820738776427439,0.240886184449265,2.57285293735671,1.03691346588134,1.04990925252203,-0.782580959177685
"",275,-42.2850571942513,2.33953156286807,1.00136183773422,0.369566493500272,-0.453549221576212,-0.287271970222951,-0.684861342167864,2.04207108800794,0.331478500435129,0.509669072131766,-0.531138635674125,0.563714196834451,-0.417890964305346,-0.312753633922126,-0.822352021175721,0.241198127349062,2.57572424784513,1.03759702743992,1.05054289843205,-0.782435453614723
"",276,-42.2555575764418,2.34176937739319,1.00219041953077,0.369693006606194,-0.453570541646102,-0.28768905982328,-0.685074125726494,2.04512392267331,0.331873640772836,0.510334260309868,-0.531648701018116,0.564675910509773,-0.419119736866914,-0.312931573977877,-0.823961914087319,0.241508569813951,2.57858718844263,1.03827802823078,1.05117580106814,-0.782289966842139
"",277,-42.2262363954701,2.34399993043139,1.00301645730365,0.369819299592308,-0.45359299948713,-0.288104744229243,-0.685285525450871,2.04816853780743,0.332267290929926,0.510997880921777,-0.532156527116509,0.565633965886206,-0.42034427476995,-0.313108793219522,-0.825568473557029,0.241817520676394,2.58144180444101,1.038956488103,1.05180796661701,-0.782144502565896
"",278,-42.1970919927958,2.34622327059557,1.00383997035283,0.369945379132894,-0.453616591376619,-0.288519032059158,-0.685495552048816,2.05120498185095,0.332659459730892,0.511659939289286,-0.532662128933963,0.56658838849173,-0.421564598350504,-0.313285300375232,-0.827171717779175,0.242124988708729,2.5842881407452,1.03963242668154,1.05243940115876,-0.78199906441746
"",279,-42.1681227309602,2.34843944600674,1.00466097774823,0.370071251776394,-0.453641313550923,-0.288931931857263,-0.685704216126444,2.05423330278214,0.33305015593216,0.512320440716848,-0.533165521304507,0.56753920359228,-0.422780727823737,-0.313461104045485,-0.828771664750809,0.242430982623529,2.58712624187803,1.04030586337047,1.0530701106689,-0.781853655955239
"",280,-42.1393269932444,2.35064850430065,1.00547949833329,0.370196923947754,-0.453667162207129,-0.289343452094537,-0.685911528189325,2.05725354812297,0.333439388222708,0.51297939049154,-0.533666718932863,0.568486436195265,-0.423992683284679,-0.313636212705189,-0.830368332274844,0.24273551107396,2.58995615198503,1.04097681735622,1.05370010102048,-0.781708280665984
"",281,-42.1107031833392,2.35285049263426,1.00629555072842,0.370322401950721,-0.453694133504706,-0.289753601169516,-0.686117498643618,2.06026576494515,0.333827165224679,0.513636793883032,-0.534165736395743,0.569430111053027,-0.425200484708974,-0.313810634705764,-0.831961737963124,0.243038582654144,2.592777914839,1.04164530761079,1.05432937798603,-0.781562941966167
"",282,-42.082249725009,2.35504545769216,1.00710915333448,0.370447691970082,-0.453722223567103,-0.290162387409095,-0.686322137797204,2.06326999987603,0.334213495493985,0.514292656143553,-0.534662588143146,0.570370252666239,-0.426404151953634,-0.313984378277193,-0.833551899239443,0.243340205899528,2.59559157384466,1.04231135289485,1.05495794723954,-0.781417643203325
"",283,-42.0539650617839,2.35723344569283,1.00792032433612,0.370572800073869,-0.453751428483317,-0.290569819069318,-0.686525455860792,2.06626629910446,0.334598387520905,0.514946982507869,-0.535157288499629,0.571306885287252,-0.427603704757781,-0.314157451530021,-0.835138833342499,0.243640389287243,2.59839717204307,1.04297497176076,1.05558581435837,-0.781272387657382
"",284,-42.0258476566257,2.35941450239485,1.00872908170506,0.370697732215507,-0.453781744309402,-0.290975904336158,-0.686727462949015,2.06925470838645,0.334981849730682,0.515599778193254,-0.535649851665572,0.572240032923392,-0.428799162743395,-0.314329862457325,-0.836722557328796,0.243939141236473,2.60119475211614,1.04363618255566,1.05621298482515,-0.781127178541936
"",285,-41.9978959916355,2.36158867310294,1.00953544320341,0.370822494235927,-0.453813167069946,-0.291380651326288,-0.686928169081507,2.07223527305083,0.335363890484111,0.516251048399467,-0.536140291718432,0.573169719340192,-0.429990545416055,-0.314501618936642,-0.838303088075484,0.244236470108822,2.60398435639092,1.04429500342434,1.05683946402957,-0.780982019005527
"",286,-41.97010856774,2.36375600267399,1.01033942638675,0.370947091865631,-0.453845692759505,-0.291784068087833,-0.687127584183969,2.07520803800478,0.335744518078115,0.516900798308735,-0.536628622613976,0.574095968064582,-0.431177872165676,-0.31467272873186,-0.839880442283151,0.244532384208681,2.6067660268439,1.0449514523122,1.0574652572702,-0.78083691213287
"",287,-41.9424839044034,2.36591653552288,1.01114104860733,0.371071530726716,-0.453879317343993,-0.292186162601124,-0.687325718089217,2.07817304773924,0.336123740746329,0.517549033085731,-0.537114858187507,0.575018802388022,-0.432361162267251,-0.314843199495078,-0.841454636478563,0.244826891783595,2.60953980510523,1.04560554696807,1.05809036975624,-0.780691860946074
"",288,-41.915020539325,2.36807031562833,1.01194032701712,0.371195816334854,-0.453914036762038,-0.292586942779433,-0.68752258053822,2.08113034633431,0.336501566659666,0.518195757877561,-0.537599012155081,0.575938245369588,-0.433540434881581,-0.315013038768421,-0.843025687017341,0.245120001024636,2.61230573246288,1.04625730494701,1.05871480660926,-0.780546868405824
"",289,-41.8877170281596,2.37021738653853,1.01273727857079,0.371319954101238,-0.4539498469263,-0.292986416469696,-0.687718181181117,2.08407997746447,0.336878003926883,0.518840977813748,-0.538081098114698,0.576854319839007,-0.43471570905601,-0.315182253985832,-0.844593610086603,0.245411720066765,2.61506384986668,1.04690674361303,1.05933857286484,-0.780401937412546
"",290,-41.8605719442385,2.37235779137678,1.01353192002872,0.371443949334482,-0.453986743724747,-0.293384591453235,-0.687912529578228,2.08702198440377,0.337253060595141,0.519484698006225,-0.538561129547496,0.577767048399642,-0.435887003725151,-0.315350852474822,-0.846158421707543,0.245702056989207,2.61781419793239,1.04755388014185,1.05996167347425,-0.78025707080755
"",291,-41.8335838782916,2.37449157284697,1.01432426795983,0.37156780724249,-0.454024723021904,-0.293781475446464,-0.688105635201043,2.08995641003091,0.337626744650557,0.520126923549319,-0.539039119818924,0.578676453431431,-0.437054337711617,-0.315518841458191,-0.847720137737966,0.245991019815815,2.62055681694561,1.04819873152349,1.06058411330602,-0.78011227137414
"",292,-41.8067514381723,2.37661877323902,1.01511433874451,0.371691532934274,-0.45406378066006,-0.294177076101585,-0.688297507433206,2.09288329683427,0.337999064018754,0.520767659519749,-0.539515082179903,0.579582557093783,-0.438217729726738,-0.315686228055714,-0.849278773874777,0.246278616515443,2.62329174686567,1.04884131456491,1.06120589714759,-0.779967541838709
"",293,-41.7800732486039,2.37873943443421,1.01590214857737,0.371815131421757,-0.454103912460444,-0.294571401007277,-0.688488155571483,2.09580268691682,0.338370026565403,0.521406910976621,-0.539989029767977,0.580485381328419,-0.439377198371286,-0.3158530192858,-0.850834345656422,0.246564855002312,2.62601902732949,1.04948164589253,1.06182702970676,-0.779822884871814
"",294,-41.7535479509093,2.38085359791039,1.01668771346998,0.371938607621515,-0.454145114224367,-0.294964457689372,-0.68867758882671,2.09871462200097,0.338739640096762,0.522044682961419,-0.54046097560845,0.581384947862178,-0.440532762136193,-0.316019222067115,-0.852386868465283,0.246849743136381,2.62873869765533,1.05011974195478,1.0624475156133,-0.779678303089222
"",295,-41.7271742027606,2.3829613047472,1.01747104925362,0.372061966356504,-0.454187381734333,-0.29535625361153,-0.688865816324742,2.10161914343333,0.339107912360208,0.522680980498009,-0.540930932615516,0.582281278209772,-0.44168443940326,-0.316184843220179,-0.853936357530027,0.247133288723709,2.63145079684647,1.05075561902457,1.06306735942033,-0.779533799052938
"",296,-41.7009506779302,2.3850625956311,1.01825217158189,0.372185212357743,-0.454230710755122,-0.295746796175894,-0.689052847107377,2.10451629218944,0.339474851044761,0.523315808592639,-0.541398913593368,0.583174393676501,-0.442832248445872,-0.31634988946893,-0.855482827927913,0.247415499516832,2.63415536359492,1.05138929320167,1.06368656560585,-0.779389375272212
"",297,-41.6748760660398,2.38715751086039,1.0190310959333,0.372308350265968,-0.454275097034835,-0.296136092723744,-0.689238690133273,2.10740610887832,0.339840463781612,0.523949172233937,-0.541864931237305,0.584064315360924,-0.443976207429706,-0.316514367442262,-0.857026294587054,0.247696383215119,2.63685243628498,1.05202078041516,1.0643051385741,-0.779245034204531
"",298,-41.6489490723254,2.38924609035012,1.01980783761388,0.372431384633244,-0.454320536305915,-0.296524150536141,-0.689423354278857,2.11028863374709,0.340204758144634,0.524581076392918,-0.542328998134819,0.58495106415749,-0.445116334413433,-0.316678283675535,-0.858566772288645,0.247975947465147,2.63954205299677,1.05265009642571,1.06492308265699,-0.779100778256578
"",299,-41.6231684173958,2.39132837363697,1.02058241175966,0.372554319924563,-0.454367024286139,-0.296910976834557,-0.689606848339213,2.11316390668538,0.340567741650896,0.525211526022992,-0.54279112676668,0.585834660759127,-0.446252647349421,-0.316841644612052,-0.860104275669133,0.248254199861062,2.64222425150974,1.05327725682793,1.06554040211544,-0.778956609785187
"",300,-41.5975328370023,2.39340439988396,1.02135483333912,0.372677160519389,-0.454414556679581,-0.297296578781507,-0.689789181028966,2.11603196722976,0.34092942176117,0.525840526059964,-0.543251329507997,0.586715125659788,-0.447385164084433,-0.317004456604516,-0.861638819222368,0.248531147944944,2.64489906930609,1.05390227705261,1.06615710114069,-0.778812531098268
"",301,-41.5720410818108,2.39547420788517,1.02212511715567,0.372799910713193,-0.454463129177547,-0.297680963481162,-0.68997036098315,2.11889285456809,0.341289805880435,0.526468081422051,-0.543709618629279,0.587592479156965,-0.448513902360319,-0.317166725916459,-0.863170417301695,0.248806799207172,2.64756654357416,1.05452517236895,1.06677318385566,-0.778668544455721
"",302,-41.5466919171777,2.39753783607037,1.02289327784998,0.372922574718939,-0.454512737459487,-0.298064137979958,-0.69015039675807,2.12174660754372,0.341648901358367,0.527094197009886,-0.544166006297481,0.588466741354155,-0.449638879814708,-0.317328458723638,-0.864699084122023,0.249081161086785,2.65022671121173,1.05514595788675,1.06738865431617,-0.778524652070324
"",303,-41.5214841229333,2.39959532250953,1.02365932990233,0.373045156668559,-0.454563377193875,-0.298446109267203,-0.690329296832146,2.12459326465977,0.342006715489839,0.527718877706533,-0.544620504577034,0.589337932163296,-0.450760113981699,-0.317489661115416,-0.866224833761846,0.249354240971843,2.65287960882934,1.05576464855857,1.06800351651221,-0.778380856108609
"",304,-41.4964164931528,2.40164670491734,1.02442328763495,0.373167660614386,-0.454615044039069,-0.298826884275663,-0.690507069606752,2.12743286408319,0.342363255515403,0.528342128377501,-0.545073125430873,0.590206071307161,-0.451877622292538,-0.317650339096112,-0.867747680165229,0.249626046199792,2.65552527275348,1.05638125918182,1.0686177743692,-0.778237158691721
"",305,-41.4714878359696,2.40369202065759,1.02518516521421,0.373290090530564,-0.454667733644149,-0.299206469882154,-0.690683723407042,2.13026544364886,0.342718528621773,0.528963953870756,-0.545523880721447,0.591071178321713,-0.452991422076304,-0.317810498586326,-0.869267637143765,0.249896584057818,2.65816373902979,1.05699580440087,1.0692314317491,-0.778093561896256
"",306,-41.4466969733369,2.4057313067475,1.02594497665292,0.373412450314431,-0.45472144164972,-0.299584872908118,-0.690859266482764,2.13309104086361,0.343072541942306,0.52958435901674,-0.545972782211721,0.591933272558436,-0.454101530560584,-0.317970145424244,-0.870784718378484,0.250165861783206,2.66079504342618,1.05760829870907,1.0698444924517,-0.777950067755086
"",307,-41.4220427408484,2.40776459986201,1.02670273581245,0.373534743787877,-0.454776163688706,-0.299962100120193,-0.691033707009067,2.13590969291012,0.343425302557471,0.530203348628388,-0.546419841566166,0.592792373186612,-0.455207964872144,-0.31812928536692,-0.872298937421739,0.2504338865637,2.66341922143594,1.05821875645076,1.07045696021568,-0.777806678258167
"",308,-41.3975239875242,2.409791936338,1.02745845640489,0.373656974698672,-0.454831895387112,-0.300338158230775,-0.691207053087295,2.13872143665082,0.343776817495318,0.530820927501146,-0.54686507035174,0.593648499195581,-0.4563107420376,-0.318287924091526,-0.873810307699051,0.250700665537856,2.66603630828074,1.05882719182327,1.07106883871977,-0.777663395353329
"",309,-41.3731395756176,2.41181335217838,1.02821215199518,0.373779146721768,-0.454888632364766,-0.30071305389858,-0.691379312745772,2.14152630863173,0.344127093731945,0.53143710041299,-0.547308480038861,0.594501669396957,-0.457409878984085,-0.318446067196595,-0.875318842510923,0.250966205795394,2.66864633891368,1.05943361887885,1.07168013158387,-0.777520220947051
"",310,-41.3488883804221,2.41382888305623,1.02896383600316,0.373901263460582,-0.454946370236041,-0.301086793729185,-0.691550493940578,2.1443243450862,0.344476138191952,0.532051872124451,-0.54775008200236,0.59535190242681,-0.458505392539911,-0.318603720203227,-0.876824555034622,0.251230514377556,2.67124934802218,1.06003805152658,1.0722908423701,-0.777377156905227
"",311,-41.3247692900798,2.41583856431876,1.02971352170563,0.374023328448251,-0.455005104610557,-0.301459384275577,-0.691720604556315,2.14711558193862,0.344823957748903,0.532665247378635,-0.548189887522435,0.596199216747824,-0.459597299435221,-0.318760888556285,-0.878327458325925,0.25149359827745,2.67384537003093,1.06064050353424,1.07290097458388,-0.777234205053906
"",312,-41.3007812053941,2.41784243099133,1.03046122223831,0.374145345148859,-0.455064831093861,-0.301830832038682,-0.69188965240686,2.14990005480808,0.345170559225768,0.533277230901247,-0.548627907785589,0.597043630651409,-0.460685616302654,-0.318917577625561,-0.87982756532084,0.251755464440407,2.67643443910473,1.06124098853021,1.07351053167498,-0.777091367180029
"",313,-41.2769230396516,2.41984051778128,1.03120695059784,0.374267316958648,-0.455125545288086,-0.302201143467897,-0.692057645236115,2.15267779901195,0.345515949395375,0.533887827400618,-0.549064153885559,0.597885162259795,-0.461770359677988,-0.319073792706928,-0.881324888837294,0.252016119764322,2.67901658915132,1.06183952000521,1.0741195170385,-0.77694864503214
"",314,-41.2531937184349,2.42183285908181,1.03195071964371,0.3743892472072,-0.455187242792593,-0.302570324961612,-0.692224590718742,2.15544884956943,0.345860134980849,0.534497041567729,-0.549498636824234,0.598723829528088,-0.462851546000788,-0.319229539023472,-0.882819441576783,0.252275571100006,2.68159185382418,1.06243611131418,1.07472793401591,-0.776806040321096
"",315,-41.2295921794466,2.42381948897574,1.03269254210017,0.374511139158603,-0.455249919204596,-0.302938382867721,-0.692390496460893,2.15821324120504,0.346203122656051,0.535104878076237,-0.549931367512564,0.59955965024629,-0.463929191615053,-0.319384821726595,-0.884311236126011,0.252533825251526,2.68416026652526,1.06303077567797,1.075335785896,-0.776663554720753
"",316,-41.2061173723407,2.42580044123925,1.03343243055807,0.374632996012587,-0.455313570119763,-0.303305323484135,-0.692555370000928,2.16097100835204,0.34654491904601,0.535711341582507,-0.550362356771463,0.600392642041305,-0.46500331276985,-0.319539645897112,-0.885800284958476,0.252790888976551,2.68672186040765,1.06362352618511,1.07594307591582,-0.776521189868642
"",317,-41.1827682585497,2.42777574934555,1.03417039747674,0.374754820905648,-0.455378191132806,-0.303671153059278,-0.692719218810125,2.16372218515582,0.34688553072735,0.536316436725638,-0.550791615332694,0.601222822378894,-0.466073925619956,-0.319694016546317,-0.887286600436051,0.253046768986692,2.6892766683783,1.0642143757935,1.07654980726169,-0.776378947366635
"",318,-41.1595438111092,2.42974544646846,1.03490645518574,0.374876616912138,-0.455443777838051,-0.304035877792592,-0.692882050293382,2.16646680547724,0.347224964228718,0.536920168127496,-0.551219153839751,0.602050208565623,-0.467141046226484,-0.319847938617042,-0.888770194810521,0.253301471947843,2.69182472310059,1.06480333733211,1.07715598307005,-0.776236828781594
"",319,-41.1364430145022,2.431709565486,1.03564061588671,0.374998387045353,-0.455510325829986,-0.304399503835015,-0.693043871789912,2.16920490289591,0.347563226031204,0.537522540392741,-0.55164498284873,0.602874817750763,-0.468204690557512,-0.320001416984683,-0.890251080225099,0.253555004480514,2.69436605699699,1.0653904235026,1.07776160642836,-0.776094835646009
"",320,-41.1134648644972,2.43366813898389,1.03637289165506,0.37512013425858,-0.455577830703803,-0.304762037289476,-0.693204690573925,2.17193651071341,0.347900322568753,0.538123558108864,-0.552069112829192,0.603696666928178,-0.46926487448871,-0.320154456458226,-0.891729268715917,0.253807373160174,2.69690070225151,1.06597564688097,1.07836668037606,-0.775952969458626
"",321,-41.0906083679797,2.43562119925901,1.03710329444171,0.375241861446142,-0.455646288055917,-0.305123484211363,-0.693364513855306,2.17466166195651,0.348236260228586,0.538723225846216,-0.552491554165012,0.604515772938172,-0.470321613803958,-0.320307061781241,-0.893204772213489,0.25405858451758,2.69942869081231,1.06655901991916,1.07897120790533,-0.775811231685056
"",322,-41.067872542802,2.4375687783228,1.0378318360748,0.375363571444411,-0.455715693484467,-0.305483850609001,-0.693523348780283,2.17738038938028,0.348571045351597,0.539321548158043,-0.552912317155222,0.605332152469319,-0.471374924195964,-0.320459237632862,-0.894677602544146,0.25430864503911,2.70195005439412,1.0671405549466,1.07957519196205,-0.775669623758385
"",323,-41.0452564176319,2.43951090790459,1.0385585282613,0.375485267032812,-0.455786042589813,-0.305843142444113,-0.693681202432085,2.18009272547117,0.348904684232769,0.539918529580523,-0.553331412014849,0.606145822060259,-0.472424821266872,-0.32061098862876,-0.896147771431449,0.254557561167094,2.70446482448071,1.06772026417179,1.08017863544652,-0.775528147079757
"",324,-41.0227590317938,2.44144761945497,1.03928338258871,0.3756069509348,-0.455857330975005,-0.306201365632283,-0.693838081831597,2.18279870245012,0.349237183121566,0.540514174632797,-0.553748848875735,0.606956798101476,-0.473471320528878,-0.320762319322082,-0.897615290497579,0.254805339300143,2.7069730323273,1.06829815968381,1.08078154121436,-0.775386803018959
"",325,-41.0003794351253,2.44337894414897,1.04000641052662,0.375728625818827,-0.455929554246248,-0.306558526043411,-0.693993993938005,2.1854983522755,0.349568548222333,0.541108487817011,-0.554164637787356,0.607765096837042,-0.474514437404828,-0.320913234204393,-0.899080171264699,0.255051985793474,2.70947470896292,1.06887425345381,1.08138391207729,-0.775245592914985
"",326,-40.9781166878329,2.44530491288933,1.0407276234283,0.375850294299283,-0.456002708013344,-0.306914629502159,-0.694148945649429,2.18819170664612,0.34989878569469,0.541701473618346,-0.554578788717627,0.608570734366339,-0.475554187228824,-0.321063737706586,-0.900542425156294,0.255297506959235,2.71196988519277,1.06944855733652,1.08198575080389,-0.775104518076601
"",327,-40.9559698603362,2.44722555630963,1.0414470325323,0.375971958937426,-0.456076787890133,-0.307269681788395,-0.694302943803553,2.19087879700411,0.350227901653917,0.542293136505064,-0.554991311553705,0.609373726645757,-0.476590585246816,-0.321213834199787,-0.90200206349849,0.25554190906683,2.71445859160053,1.07002108307168,1.08258706012038,-0.774963579782882
"",328,-40.933938033146,2.44914090477743,1.0421646489639,0.376093622242292,-0.456151789494905,-0.307623688637632,-0.69445599517825,2.19355965453782,0.350555902171344,0.542883480928538,-0.555402216102771,0.61017408949037,-0.477623646617202,-0.321363527996239,-0.903459097521347,0.255785198343236,2.71694085855062,1.07059184228548,1.08318784271138,-0.774822779283758
"",329,-40.9120202967054,2.45105098839731,1.04288048373671,0.376215286671592,-0.456227708450811,-0.307976655741462,-0.694608106492191,2.19623431018463,0.350882793274727,0.543472511323298,-0.55581151209282,0.61097183857558,-0.47865338641141,-0.321512823350175,-0.90491353836013,0.256027380973322,2.71941671619048,1.07116084649196,1.08378810122067,-0.774682117800537
"",330,-40.8902157512682,2.45295583701395,1.04359454775406,0.376336954632586,-0.456304540386261,-0.308328588747979,-0.694759284405456,2.19890279463379,0.351208580948631,0.544060232107067,-0.556219209173429,0.611766989438744,-0.479679819614491,-0.321661724458673,-0.906365397056563,0.25626846310017,2.72188619445275,1.07172810709443,1.08438783825185,-0.774541596526421
"",331,-40.8685235067562,2.45485548021505,1.04430685181055,0.376458628482947,-0.456382280935297,-0.308679493262206,-0.694909535520131,2.20156513832912,0.3515332711348,0.544646647680803,-0.556625316916523,0.61255955748078,-0.480702961125693,-0.321810235462498,-0.907814684560056,0.256508450825385,2.72434932305749,1.0722936353868,1.08498705636913,-0.774401216627016
