"","grid","radius_mean","texture_mean","smoothness_mean","compactness_mean","symmetry_mean","fractal_dimension_mean","radius_se","texture_se","smoothness_se","compactness_se","concavity_se","concave.points_se","symmetry_se","fractal_dimension_se","smoothness_worst","concave.points_worst","symmetry_worst","fractal_dimension_worst","the intercept"
"74",0.00222257041321648,2.73344648520713,1.3615912830554,0,0,-0.155490522950654,-0.173432032512945,2.75663067859032,0,0,-0.405456977491175,0.223238985351243,-0.0913127259620716,-0.390862216623901,-0.292375403262327,0.930336380455681,2.64407084739174,1.04363354147753,0,-0.628829988489351
"75",0.00206666686048078,2.7678139603732,1.38663073594602,0,0,-0.174539154616956,-0.183627886503635,2.84015339511394,0,0,-0.428796124848485,0.264501843637992,-0.118256426975443,-0.402409423603709,-0.30679497873669,0.953972912670954,2.6972392622866,1.06807699779634,0,-0.628331394148864
"76",0.0019216992572255,2.8114603191465,1.40118007618948,0,0,-0.202800151517306,-0.193308553389753,2.91324371992231,0.0234062450036641,0,-0.454406960399343,0.302893140206665,-0.144763401957142,-0.415266410646555,-0.32004548247951,0.975979399473898,2.75666195522733,1.10074784761627,0,-0.628624447409801
"77",0.00178690049462637,2.85570435098223,1.41494683213482,0,0,-0.231560467331546,-0.202934712150879,2.98472651186191,0.048372847616786,0,-0.479498771964108,0.339128110198324,-0.169844574832955,-0.428237057595985,-0.333014250883332,0.997665377905103,2.81642954483622,1.13404330945772,0,-0.629262919261883
"78",0.00166155727317394,2.90011182077876,1.4284835275,0,0,-0.259435619152101,-0.215244277089254,3.05560307274353,0.0727073718528641,0,-0.505136300784181,0.373726871829494,-0.190779506720888,-0.439864100829184,-0.348323712797528,1.01897394083455,2.87217187329427,1.16551362010427,0.00633567743436767,-0.630031436970006
"79",0.00154500632818643,2.95951463419935,1.44053398730306,0,-0.0313408382449879,-0.280906339068207,-0.224384993922301,3.12598018895615,0.0964125831038463,0,-0.525687220587258,0.403190609977878,-0.192892581993512,-0.443158319241411,-0.383963831735039,1.04004477770099,2.91609133749157,1.18521086199511,0.0485653203326743,-0.628672340131705
"80",0.00143663092008639,3.02012079477739,1.45301097463242,0,-0.0661982349796862,-0.301331922054361,-0.231253123865195,3.19578385364628,0.119365639658162,0,-0.544373950852503,0.430482293352649,-0.193105799484865,-0.446528642411922,-0.420592876075387,1.0611201293347,2.96024965803055,1.20442154359887,0.0910746157463062,-0.627347826599859
"81",0.00133585757086894,3.06749272992714,1.46241566147707,0,-0.0886205019451335,-0.317388001767884,-0.241213390929469,3.26779741690568,0.141882537073066,0.0210517422956306,-0.572278824474241,0.463537969448821,-0.221117433720046,-0.450248127901917,-0.455615563484372,1.06265270301321,3.02711344941296,1.22185936458053,0.135063867453909,-0.621450402863778
"82",0.00124215302949248,3.10746876937418,1.47021819178005,0,-0.104062300941034,-0.330532617146648,-0.252970563597383,3.34044971247262,0.16379419748612,0.0538775554978602,-0.604844740317022,0.499618719330197,-0.264124651672974,-0.45400794520866,-0.490929062748831,1.05329714050858,3.1058318092477,1.23787550384846,0.180626980498624,-0.613221186821286
"83",0.00115502145013386,3.14736730284028,1.47832987208902,0,-0.119415061113839,-0.343029941151106,-0.264834671869707,3.41202505670809,0.184964956785804,0.0861647053358655,-0.636310446615233,0.534528624869316,-0.305168945210821,-0.45761209573143,-0.527619602281007,1.0444070328262,3.18257818144123,1.25333092314485,0.226971925689617,-0.605471426521294
